tweet,polarity
"Pas dapet sms kaget lah lumayan dapet 50gb cuma cuma, pas dicek ternyata 45gb nya buat apk pendidikan😶 hahaha mana aku udah gaada kuliah kuliah daring lagi  https://t.co/hRV77vvdn0",1
"🦊: Dek, lagi apa? Di mana? 🍠: Kuliah daring mah 🦊: Mamah kangen adek :( cepet pulang 🦊: (Pap foto) 🍠: Kan adek kuliahnya di rumah, ini dari tadi di kamar ga ke mana-mana 🦊: Oiya? Kamu ga keliatan sejak pagi, mamah kira lagi main ke rumah temen hehe 🍠: 🙂 Untung sayang  https://t.co/yO0FT3w8f6",-1
"[cm] hai, bsk aku ujian profesi. Tolong doain aku yaa biar lulus dan hasilnya memuaskan. Yg kuliah daring, semangat yaa teman2 online ku. Kita semua pasti bs:) wish us luck  https://t.co/LHi9hYk0bu",1
@collegemenfess Selama jadi nak arsi bergadang udah konsumsi sih🤣 tapi pas kuliah daring gini jarang bergadang buat nugas.,-1
Kuliah daring gini banyak juga dosen yg mendadak jadi ytber,1
Hari terakhir kuliah daring (teori) Polinema Senen Lo aku ws UAS :),-1
"[cm] selama kuliah daring aku ngerasa butuh tab sbg device pendukung biar praktis gitu, nah menurut kalian diharga yg sama mending aku beli tab ukuran 7.9 memori 64gb atau ukuran 10.2 memori 32gb ya? makasih yg udh jawab",1
"kelamaan kuliah daring, sampe lupa nama temen sendiri.",-1
"Selalu ikut kuliah daring, tapi sering lupa absen :)",-1
@IndosatCare Minnn ko paket freedom internet saya gabia dipake ya? Padahak kouta saya adaaaa banyak malah itu kenapa si? Kan mau dipake buat kuliah daring tolong lah min bingung banget baru beli paket yg 10GB 50k gabisa diapke samsek data bantuan juga ga bia dipake  https://t.co/3H2Eejmbi6,1
Kasian aku juga soalnya walaupun udah kuliah yang harapannya bisa lebih tertata dari anak SD kadang juga masih males buat belajar karena jenuh aja gitu woy gabisa ngeluh bareng temen secara luring. Hwaaa kuliah daring makin bikin pening😭,-1
@jawafess Wes reti ono kuliah daring. Kuliah daring yo tetep sinau. Seh dikon rena rene. Boso rung rampung seh ngerjakke dinesuni sedino. Padahal aku kuliah ngrewangi mandek kerjo sek. Seh kurang opo? KUDU MISUH NENG RA ISOO😭😭😭,1
"@zptnr setauku aplikasi zoom, ruangguru, google meet, dll yg ngedukung kuliah daring",1
"@jawafess Aku pengen pulang dari perantauan ini,please😭 galau banget sama kehidupan rebahan mulu kuliah daring.",-1
Mulai merasakan berartnya kuliah di smt 5 :) apalagi tambah kuliah daring 😭😭,1
"Enaknya kuliah daring, bisa ngerjain tugas dari matkul lain ketika kelas:))",-1
Satu-satunya kenikmatan yang bisa dilakuin selama kuliah daring: Ngopi.,1
Hari libur nasional pun tetaaap kuliah daring 😊 macih,-1
"Bagi kalian yang bingung ngapain dirumah atau udah lelah sama kuliah daring, nihh ada solusinya yaitu ikut kegiatan lomba dan webinar ini aja..  https://t.co/4XAWRaxwKY",1
"@tanyainrl baru baru ini sih, pas lagi kuliah daring. waktu itu aku matkul bahasa Indonesia kan, aku sendirian di rumah. posisi aku lagi di kamar tuh, bener bener sendiri dan semua lampu aku matiin. ga lama namaku dipanggil sama dosen, anjir horor bgt sampe merinding",-1
Semangat sekolah dan kuliah daring hari ini dfess biar bisa wisuda seperti JoonSong Couple. 🤗  https://t.co/lBZzujA5UK,1
Kuliah onile ngerjain bareng tmn nongkrong ofline = useless kuliah daring niatny stay at home tapi ya udh lah hehhe tugasny numpuk lagi Mana g ngerti gmn ngerjainnya asu ngentod goblok,-1
"@collegemenfess @tycheei Gue : kuliah daring , pinter kagak mental breakdown iya",-1
@cyyyypa Apalagi kuliah daring gini. Sabarin aja ya moms 🙂,1
When you kangen kuliah offline Tapi kuliah daring aja cuma safu matkul doang Dan bakalan daring sampe sidang😩,-1
@jembermfs haha dipikir kuliah daring,-1
Gue g peduli keributan Idup gue aja udah ruwet beserta dg tugas kuliah daring yg masya allah Intinya mah nikmatin karyanya buat jdi healing Perkara yg diributin apa gue no coment,1
"@collegemenfess Baru dapat subsidi, multmed nya byk bgt, dahal udah ga dipake kuliah daring, tapi syukurlah masih dapat subsidi. Kalo kaga mah bakalan 0 juga 😂  https://t.co/xEfAbfT7Nb",-1
[CM] kaliaaan kuliah daring pada naambah ga mata minnyaa?,-1
"diawal semester yang lalu. baru beberapa hari kenalan dan ketemu sama teman cowok beda jurusan. ehh covid melanda, kuliah daring ga ketemu lagi dehh  #PedekateGagal",-1
"Dulu"" pada heboh karna kuliah daring tp pemerintah dan kampus gaada bantuin dana buat beli kuota. Dibilanglah zoom malam kuota banyak sebulan bisa abis lebih dari 100k. Giliran udah dikasi kuota 45GB, malah bilang ""kUoT4na uSelEss bGT, b4ny4kIn y4nG kUot4 uTAmA d0nk"" ST00P1D",1
Punya doi tidur jam 00.00 lewat. Ga punya doi tidur jam 21.00. Mulai aktif kuliah daring jam tidur acak-acakan ANJIIMM!!!,-1
"@schfess Angkatan 20 yang dari utbk diubah,awal kuliah daring Angkatan 21 yang harusnya persiapin ujian tapi ga maksimal karena corona Angkatan 22 yang dengan tugas tugas daring Angkatan 23 dengan adaptasi awal sma harus daring Semua punya masalah masing masing.",1
kuliah daring tapi ga punya darling  eh😅,-1
slh stu side effect kuliah daring yg pling byk dirasakn mahasiswa adlh berkurangnya keambisan.. bhkn byk yg udh throw in the towel n’ mmlih tuk kerja aja or mengabaikan kuliahx..,1
"kuliah daring pinter engga, mata minus iya",-1
Dengerin dong podcast aku bersama noah dijamin lucu Episode 1 - Kuliah Daring episode Adios Studios   https://t.co/u5cq2nLitt,-1
Jujur kuliah daring cape bgt 😭 Apalagi hari kamis yg jadwalnya padet bgtt dari jam 7.50 - 21.00 ngadep laptop terus (tapi ad jeda) I know. Bukan mhsiswa aja yg cape. Sama rata. Dosen juga sm2 capek. Semangat utk dosen dan mahasiswa 💓,1
"Kuliah daring, paket abis ilmu tak dapat~",1
"@collegemenfess Jangan gitu, kuliah daring sangat bermanfaat buat mereka yang pingin cepet lulus tapi udah capek 🙃🙃",1
"Kuliah daring diitung"" banyak ngesave ini itu (baik dari biaya dan waktu). Tp memang harus mengupayakan kesehatan mental si. Yah, masih terus mencoba biar apa"" yg dilakuin semata"" buat cari RidhoNya. Karena ibadah jg ga sekesar ibadah magdhob.",1
"Kuliah daring, pinter engga minus mata naik iya",-1
Kuliah daring sungguh menyiksaku,-1
Menanggapi perkataan beliau dengan menjanjikan waktu juga kesanggupan. Meskipun keadaannya begitu...kuliah daring saya pun tak disponsori Kemendikbud... Anjg  Tamat,1
Kuliah daring ilmu nempel sekelebat doang anying,1
"versi gue : kuliah daring, pinter enggak nambah minus iya",-1
Knp semenjak kuliah daring panggilan ku berubah jd putri😭😭😭,-1
@triaamanda_ bisa-bisanya kuliah daring pake kerudung??? daster anda manaaaa!!!,-1
"liat adekku kuliah daring dirumah ini bikin ikutan pusing. dari pagi pas mau pergi gawe sampe malem aku dah pulang gawe di depan leptop mulu kalo ga video grup, ya ngapal2in komat kamit materi gajelas",-1
"Tak kira cuman aku yg bersyukur kuliah daring, jebul ada temennya",1
W kuliah daring rasanya ko ga semangat huaa😭😭,1
"@bonggbudiharto Lagi kuliah daring om, tp dosennya belum nongol 🙂",1
"@collegemfs Iya nih, yg bikin males kuliah daring tanggal merah jadi ga libur. Kemarin pas smt2 jg gitu, skrg smt3 bau bau nya gitu juga. Dikira ga pgn libur apa ya",1
@masmasjawabgt Mau saldo mas krn memang lg butuh saldo buat kuliah daring,-1
Kek aku ngerasain diklat onlen baru berjalan 4 hari tapi badan berasa pegel dan kaku tiap bangun tidur. Ga kebayang kalo mesti kuliah daring😭,-1
Menyiapkan Kuliah daring via video Conference agar well proper  https://t.co/0ru6dj2xew,-1
Ko bisa lagi kuliah daring gini orang ttp punya duid  https://t.co/YF1lBZSkHq,1
"gue di rumah ampe gila, keluar rumah bisa diitung jari, tp yg gapeduli mah gapeduli aja tuh nongkrong tiap hari😴  kuliah daring ampe lulus ni kayanya.",1
"@tirta_hudhi Lampungnya di daerah mana dok? Butuh nih buat bujang(adek) biar dia ada kerjaan selagi kuliah daring karena pandemi ini, itung-itung buat tambahan biaya UKT dia",-1
"@collegemenfess @ggalaxyfanfan12 Duduk sembarangan bukan penyebab utama skoliosis nder, apalagi kalau cuma gara2 kuliah daring, kecuali dari kecil kamu memang ada skoliosis. Mungkin maksud kamu kifosis/bungkuk kali ya?",-1
Selama kuliah daring udah berapa kali nangis bund?,-1
@collegemenfess Nggak kuliah daring pun aku udah skoliosis 🙂 backpainnya berkali-kali lipat,-1
"Bener anjir. Belum lagi mata kadang perih banget.  Asli gue kadang bingung, kok ada orang yang lebih milih kuliah daring yah 😭.",-1
@rlthingy bikin note karena kuliah daring membutuhkan ini  https://t.co/5Um0Vh5n6f,-1
@GiveAwayHost Done kaa... Wish me luck aamiin Lumayan banget 50k bisa dipake beli kuota buat kuliah daring,-1
"saking banyaknya daftar seminar dan kuliah daring jadi bingung tiap dapet surel macam gini kayak.. ""ini aku daftarnya pas kapan?"" belum lagi kalau ternyata bentrok sama jadwal lain. 🙂  https://t.co/6YIviuw7r0",-1
"Kuliah daring, pinter engga kacamata makin tebel iya",-1
"Sama dosen ilang jaringan aja minta maap , sama orang tua kalo salah gak minta maap. Dasar kuliah daring",-1
GAKUAT AKU KULIAH DARING HAHHHHHHHHHHHHH,1
"Pengen nikah aja kalau kuliah daring ini, eh lupa nikah kan uda makin ribetttt :((",-1
sumpah kuliah daring 9 sks bikin mata pegel dan pala pusing anjir.,-1
Yaapa kabar kuliah daring klean,-1
"apalagi dikasih waktu 3 hari cuti bersama, sayang klo ga dimanfaatin sebaik baiknya, kita yang kuliah daring pun pergi gak pergi ke kampus tetep cape",-1
Emang kan kuda-kuda kita...  Kuliah Daring-Kuliah Daring 😭😭😭  https://t.co/TtQQlIaQGt,-1
Ya kalo berharap ilmu cuma dari kuliah daring mah ga akan dapet apa apa. Sebagai mahasiswa masa akal untuk dapet ilmu sebatas itu..,1
kuliah daring pinter enggak sakit mata iyaa 😭,-1
@collegemenfess aku kuliah daring makin cepet sakit deh napa ya 🤔,-1
"[cm] Kuliah daring, pinter enggak skoliosis iya",-1
@ViantyTJP Mau ikut siapa tau dapet bisa buat kuliah daring ini orang  @salsaaab__  @salsaaab__  @salsaaab__,-1
"@ViantyTJP Lanjuttt, hp kakakku kebetulan udah minus buat kuliah daring jadi mending lanjut giveaway hp",-1
"@womanfeeds_id Pemikiran gua saat lg kuliah daring gini, kmrn abis ganti lensa kacamata dr lensa minus biasa ke blueray, kata mas²nya ""ga ganti yg photocromic aja?"", gua lgsg nolak trs blg ""ga deh, skrg kuliah lebih sring megangin hp dibanding keluar rumah grgr corona, jd lbih butuh pke blueray",-1
Makin kuliah daring MAKIN GA JELAS ANJNG,-1
"Kuliah daring kirain makin kesini makin simple, ehh dosennya malah ngajak gelut klo ngasi tugas.",1
Kuliah daring gajelas betul.,-1
"sinyalmu hilang, nilaimu pun ikut hilang.  kuliah daring emang anjing.",-1
"Dan gua ngerasa pas kuliah daring juga kaya ga berkembang aja ilmu pengetahuan gua, jadi kaya sayang bgt gua kuliah tapi ga dapet apa :""""""",-1
kuliah daring tu sebenernya ada enak ga enaknya si enaknya kalo dosen php ga sayang bensin dan waktu plus bisa disambil ngapa2in gaenaknya banyak gangguan dirumah dan jadi berasa geblek gt loh tiba2(:,-1
Akan tiba saat nya kita rindu kuliah daring,-1
bosen bgt kuliah daring,-1
"Sebenernya ngerangkum ini salah satu cara supaya ga feeling guilty sih, soalnya dari awal semester 5 semangat kuliah daring tuh udah menurun banget. Jadi dengan ngerangkum dan paham sama apa yang diajarin seenggaknya ga sia2 amat waktuku di semester ini",-1
@collegemfs Kayaknya cara ngajar dosennya deh apalagi kuliah daring jadi gampang ngantuk juga jadinya,-1
persetan kuliah daring!! dapet materinya❌ dapet dosen mudanya✅,-1
ngerasa ga si kuliah daring mengajarkan kita bagaimana rasanya jadi pengangguran?:(,-1
"Balada Kuliah Daring...  Duduk di meja belajar jadinya Suntuk, stress,  bosen, ganyaman (kursinya).  Lesehan di lantai atau kasur jadinya malah Ketiduran. 😵😵😵",-1
Bagaimana memahami logika kuliah daring sambil demo? Kuliah daring (cara belajar di tengah pandemi). Pandemi itu soal jaga jarak &amp; menolak aksi kerumunan. Sedangkan aksi demo berarti menyambangi jarak dan berkerumun. Kuliah daring sambil demo?   #kuliahdaring #demo #OmnibusLaw,-1
Ketiduran  ngelewatin jam magang dan kuliah daring 😞,-1
Kuliah daring cuma dapat hikmahnya,1
Urip ki sawang sinawang. Dlu mikir kalo punya usaha kuliner yg dkt kampus cucok tu menghasilkan pastinya. Eh siapa yg tau kalo mau ada pandemi yg bkin usaha kuliner di kampus sepi karna pda kuliah daring.,-1
Omnibus Law menjadi mata kuliah wajib semester ini. Semua mahasiswa dengan sistem kuliah daring meminati mata kuliah wajib ini.  #BatalkanOmnibusLaw #kuliahdaring #CiptaKerjaDemiRakyat  #UUCiptaker  #Demo  #demoomnibuslaw #bemsi  #kuliahonline #UTS,-1
"Sempro,Kuliah Daring,Tugas,Ngajar Daring,Rasanya? Mantap😌",1
"Kuliah DARING membuat guee terlena  sehingga tugas banyak terbengkalai😭 seriusss capek bgttt, gak ketemu temen gak ada yg ngingetin tugas, gak ada yang ajarin jugaa😭😭😭😭",-1
@baymaximal Karena kuliah daring li TT coba offline sampai kosan jadi guling dah (*´∇｀*),-1
"Tahun pertama, kedua, ketiga, dan tahun terakhir yang kemudian disusul oleh baju tidur, karena kuliah daring.  https://t.co/u8XkQlATSX",1
kuliah daring tujuannya bukan tentang mudeng apa engga But its about deadlines👿,-1
"@Naunaback @ScottZILWarrior @davidgokhshtein @Crypto_Guy_UK Done kak, buat bayar kuliah &amp; lagi butuh banget macboock atau iphone 11 nya, buat keperluan kuliah daring tapi sarana nya ga ada dan dana nya juga ga ada, cuma bisa ngandelin hp kentang ini, kadang juga macet macet waktu mau ikutan daring, cuma bisa menangis😭,wish me luck! ❤  https://t.co/Tja5w9dR4o",1
"hmm gimana ya tp jujur aja kuliah daring gini agak membantu buat gua. dgn kemampuan yg pas pasan gini pasti kalo kuliah offline bakal cape duluan, dan ngerjain tugas bakal jadi lama. apalagi uas uts, keknya gasanggup dah kalo model offline yg harus langsung selesai di tempat.",1
"@collegemenfess kuliah daring isinya diskusi diskusi, tapi sekalinya ada tugas tuh deadlinenya bareng, fleksibel si tapi kalo ga dicicil ya keteteran juga sm tugasnya",-1
"siang2 kuliah daring, wah ngantuknya bukan maen bung🥱",-1
@sleepyloose @andalasfess kumpulan orang orang merasa goblok untuk kuliah daring ngumpul sini,-1
@galaxypusss Semangat galy~ Sepupu aku jg kayaknya hampir ngg kuat ngadepin kuliah daring ini,-1
@collegemenfess Mas ku dah punya anak 2 kuliah di situ sambil kerja. UT telah memprediksi akan terjadinya kuliah daring pada smua univ. Pelopor nya wkwkwkwk,-1
"Balada kuliah daring, memory hp tanpa sadar sekarat dibuatnya 😭 Mau seleksi hapus, tapi data2 kuliah ama kerjaan disana pulak, mau nge-back up ke hardisk malas pulak. Apasih mau ku? 😈",-1
"@AREAJULID tolong klo adek laknatku sedang ujian jgn dibebankan ke aku, suruh dia belajar sendiri, mandiri. aku aja dulu belajar sendiri gd yg bantu😭 akuteh lier sirah pisan, mana aku juga lagi kuliah daring, iya aja klo adek ku cepet paham.. Ini malah lenyeh2, jdnyakan aku yg kerjain.",-1
Ngantuk amat kuliah daring apalagi ibunya ngomong sendiri di g meet kayak di dongengin😴,-1
Masih tingginya kasus covid-19 di Aceh membuat Universitas Syiah Kuala (Unsyiah) Banda Aceh memperpanjang masa kuliah daring.   https://t.co/RmmDQGEokQ,1
"kuliah daring tambah goblok, tp lek offline aku durung glow up 🥺😫",-1
Semester 5 kuliah daring sinyal hilang datang rasanya bukan main cuyy,-1
"@faizsadad_ Dapatlah anjir, bkan dlam bentuk uang tp stok snack selagi kuliah daring.. 😔",-1
"Semenjak kuliah daring, kelihatan sisi humoris para dosen dosen q😭",-1
Semakin hari semakin males kuliah daring-_-,-1
"WFH itu mesti multitasking deh Pagi suda reply email, bikin report, bs nyiram taneman, bolba sambilan nyiapin mkn, ngintipin kiddos yg lg GCR N kuliah daring,  msh sempet jg mandiin MyLittleAva, nyapu2 sambil liatin tetangga ganteng yg knalpotnya diceperin brisikkk...hahha seruu",-1
"Kuliah daring tuh capeknya bukan karena belajarnya, tapi dimarahin sama orang tuanya. Seharian full depan laptop, dianggap libur dirumah tapi nolep ga bantu-bantu tp ya gimana bisa bantu, kuliahnya aja marathon, belum lagi tugas-tugasnya.",-1
Pagi semua~ always do ur best in everything!  Dari gue yang lagi siap siap kuliah daring   https://t.co/LfbgVzsybR,-1
"@Naunaback Buat bayar kuliah dan rincian biaya ujian, sidang sampe wisudanya. Juga buat ngasi ke ortu, pasang wifi dirumah biar kuliah daring tidak terhambat signal yg ga stabil.",1
"kuliah luring, salah kelas ✖✖✖  kuliah daring, salah kampus ✔✔✔  https://t.co/Hnt8dOH7Yq",-1
@collegemenfess Dari observasiku ke teman2ku.  1. Murah banget. 2. Temen2 gw IP-nya pada 4. 3. Ga ada skripsi.  Selalu ngecengin gue yg kuliah daring tp beneran sibuk.,1
Bangun Tidur ku terus kuliah daring,-1
"bangun lebih pagi buat sedikit poles makalah dan print nya pas otw kampus sampe telat masuk karna ngantri di tukang fotocopy  adalah salah satu hal yang dikangenin selama kuliah daring :"")",-1
"@Naunaback Done kak, buat bayar kuliah &amp; lagi butuh banget macboock atau iphone 11 nya, buat keperluan kuliah daring tapi sarana nya ga ada dan dana nya juga ga ada, cuma bisa ngandelin hp kentang ini, kadang juga macet macet waktu mau ikutan daring, cuma bisa menangis😭,wish me luck! ❤",1
"@Naunaback @cryptofhm @Uniswapprepromo @Crypto_Zaman @_Michel_King @neo_148 @TheWonderGirl4 Done kak, wish me luck, lagi butuh banget macboock atau iphone 11 nya kak, buat keperluan kuliah daring tapi sarana nya ga ada dan dana nya juga ga ada, cuma bisa ngandelin hp kentang ini, kadang juga macet macet waktu mau ikutan daring, cuma bisa menangis😭, wish me luck! ❤  https://t.co/1sPMQkcwn6",1
"@Naunaback @aPlasticSmile @C0PEgg @OfficialTravlad @Warrior7_1 Done kak, wish me luck, lagi butuh banget macboock atau iphone 11 nya kak, buat keperluan kuliah daring tapi sarana nya ga ada dan dana nya juga ga ada, cuma bisa ngandelin hp kentang ini, kadang juga macet macet waktu mau ikutan daring, cuma bisa menangis😭, wish me luck! ❤  https://t.co/BWA8smjobK",1
"Feeling unwell dari awal, kehujanan. Nggak jadi rela, malah flu.  Untung kuliah daring di rumah, nggak sedih banget kalau sakit. Sakit di kost nggak enak.",-1
"Belum lagi harus bangun pagi nemuin rekan atau kuliah daring-,-",-1
"@Naunaback pertama, mau buat ganti hape karena jujur aja, kuliah daring ku bbrp kali terkendala hape, terus mau beliin ortu hadiah, sisa nya di tabung buat biaya akademik tahun selanjutnya :))",1
"Awal awal corona sering bgt liat teman teman merasa capek kuliah daring. sekarang baru ngerasain capek nua kuliah daring, asli capek. Kayaknya otak ku kaget tiba tiba disuruh kerja keras stlh hampir 1 tahun adem ayem selow. 😭",-1
"@brojabrooo capekla, abis ngurus anak ngurus ruma, malem kuliah daring trus nidurin anak",-1
"Iya udh, selama kuliah daring ini gue banyak komunikasi ke dia terkait tugas kuliah, kerja praktik dll. Sampe akhirnya disemester 7 ini dia dluan yg mulai kerja praktik dan pda hari ini dia udh sidang kerja praktik, wah seneng bgt dong gue, ternyata temen sendiri udh pecah telor",1
@sevencheesey Udah terkena kutukan kuliah daring,-1
"Jadi selama kuliah daring ini gue bener” bingung bgt kalo mau ngerjain tugas, yaa karna banyak bgt penghambatnya untuk gue bisa memahami suatu materi yang diberikan dosen, intinya kuliah online ini ga seenak kuliah offline.",-1
"@collegemenfess Biasa denger kuliah daring atau kelas online .. ini cuma ""kulon"" kirain arah mata angin.. barat -_",-1
Dulu pas sekolah normal jarang sakit sakitnya paling dibuat buat. Giliran kuliah daring malah sakit.  Kan asu.,-1
KULIAH DARING GA JELAS,-1
"kadang dunia se-tidak sesuai ekspektasi kita. 2020 hanya tersisa 2 bulan lagi. kerasa? enggak lah. kita cuma bisa stay at home,kerja dirumah,ada si yang udh diluar tp bener2 menerapkan protokol kesehatan semaksimal mungkin,kuliah daring,sekolah daring. yang katanya bikin stress.",1
"Setelah sekian lama kuliah daring, baru kali ini pengen kuliah luring. Alias lagi pengen nggk dirumah.",-1
"Udah setengah tahun ga bikin ppt, karna kemarin kuliah daring cuma dapet materi dan tugas. Skarang bikin lagi kaya otak mau jalan tapi tangan gamau jalan",-1
"ya allah aku pngen nangis kuliah daring make elearning  ini, aku yg makmak gaptek atau gimanaaa😭",1
"kuliah daring masih bisa masuk otak &amp; nalar, tapi gak ada euforia euforia arena kelasnya, jadi kek monoton banget...",-1
"Kuliah daring, webinar, kajian online. Begitu terus setiap hari.",-1
Ohh gini rasanya kuliah daring,-1
"Udah 3 hari ni Jelek bgt sinyalnya telkomsel mana harus kuliah daring, tolonglah @Telkomsel segera di perbaiki",-1
"@collegemenfess kuliah daring, tugas kelompok, mana gapunya temen yg beneran deket gt:(",-1
Gimana caranya biar produktif pas kuliah daring begini? Dari sebelum mulai semster ini udah ambis buat at least rajin nyatet tapi realitanya nihil banget,1
@sbmptnfess Kalau untuk pemakaian biasa kayak Ms. Office dan kuliah daring beserta tetek bengek perkuliahan in general mencukupi kok nder,-1
"the initial of a person you :  1. A 2. nah im good 3. belum saatnya ges 4. my own laptop karena kebanyakan kuliah daring 5. R 6. R 7. 🙏🏻 8. F 9. N 10. A 11. K 12. R, tapi diri sendiri sih yg paling masuk akal wkwk",1
Ternyata kuliah daring godaan nya bnr2 bikin istigfar,-1
"faktanya kuliah daring bukan mahasiswanya doang yg mager, dosennya jugak🙄🙄🙄🙄🙄",1
Susahnya kuliah daring adalah situasi liburan tugasnya jalan,-1
"Gaada maksud apa2, cuman pengen aja ngeluarin isi hatiku ini dari awal kuliah daring di rumah. Aku ngga sebel kok, ngga sama sekali. Tapi mungkin ini bisa buat latian nanti kalo aku jadi ibu2 hehe",-1
Hari ini sinyal XL menghilang di wilayah Pleret. Ga bisa kuliah daring deh,-1
"Pernah g si kalian selama kuliah daring ini selalu dianggap baik2 aja mentang2 kuliahnya di rumah? Pdhl rasanya capek bgt harus ngadep laptop all the time, tetap harus ngerjain tugas sampe jam 1 malem. Dianggap aku ga ngapa2in soalnya aku duduk aja, pdhl duduk itu lagi kuliah :))",-1
"@ekakunjeri aku ndisek kuliah di usia telat, dan ternyata yo muwales se ga nahan... opo maneh kuliah daring koyok jaman saiki...  *mbatin",-1
Kuliah daring membuatku belajar apa itu makna sabar sebenarnya. Woiii lahhhhhh.,1
"Sebenarnya kuliah daring tuh ya, asli cape bgt, bosen, makin banyak tugas, boros kuotaaa dll. Tapi kalo nanti tatap muka lagi, males bgt kek rasanya dah pw🙃",-1
"[KULIAH DARING]  Udah ga efektif belajarnya ditambah jadwal kuliah yang seenaknya. Tau ga sih bapak/ibu dosen itu mengganggu jadwal istirahat, tidur, makan saya belum lagi kalo udah di php'in, kesel nya tuh disini:))",-1
"@qnafess @Qerot_ Omg aku juga gituu, rasanya gk punya temen apalagi pas udah kuliah ini mana kuliah daring lagi",1
"dr. elly said, “kuliah daring ini bikin kita capek dua kali, cape psikis iya fisik juga” 😀",-1
Sehubungan bpk masih diperjalanan utk jam kuliah daring dimundurkn jadi jam 19.30 mhn maaf dan tmks  🙏,-1
1 matkul aja gada catetan sama sekaliii. ya Allah ini materi di kuliah daring makin gada yg masuk otak😭,1
"@unbreakabtle @collegemenfess Marimar satunya jasjus kalik ah, btw pak dosennya ini paling modal banget  devicenya buat kuliah daring, mantab dah",-1
"Sumpah loh kepalaku hari ini pusing bgt, dahi tuh rasanya nyut""an udh kek di hantam tembok, trus liat layar hp atau laptop tuh tambah sakit ditambah tadi aku masih kelas saking gak kuatnya aku tinggal tiduran,  apa ini efek kuliah daring 🙃",-1
@sylagain Blm pernah kuliah daring sih tp pernah zoom meeting gak sukanya komunikasi satu arah dan materi tidak tersampaikan secara sempurna,-1
"sembuh mata minus cita - citaku, kuliah daring tuntutanku",-1
@ClaraBerlianaP1 Duh yg kuliah daring ini,-1
Obesitas Jenuh Saat Kuliah Daring  https://t.co/mRLfN9hndo,-1
"Kuliah daring gini bikin memori hp gua penuhh, ga like bgttt",-1
"@taenabel Lo ngga sendirian kok, gua juga :), kuliah daring gua hari ini emang sebangsat itu sih :""",-1
"Awal kuliah daring sengaja narok bodrex, biar bapak dosen kagak ngasi tugas banyak²,tugas numpuk pala pusing , eh bapak dosennya ketawak...  @NgakakKocakID @kampuszone  . #OrdeCacatDemokrasi  #mahasiswa  #Medan  #TolakUUCiptaKerja  https://t.co/1HZfRCVZU7",-1
"Kuliah daring otak jadi garing,paham kagak goblok iya😭",-1
"Capek kuliah daring mulu,mau nikah aja😭🙏",-1
kuliah daring blm ada setahun tapi udah lupa bgt nama temen seangkatan di jurusan😖😬,-1
@naunagalak Selalu kak. Pengen bebas dari hp tapi ga bisa soalnya kuliah daring. Takut tiba-tiba dosen ngasih tugas. Capek sama situasi kayak gini. Pengen kuliah normal lagi🥺,-1
"Geus nyisiran, sarapan siap2, Sagala dicolokeun, tegak depan laptop siap untuk kuliah daring. Eh setann, 10 menit rek mulai eta wifi modar..",-1
@pln_123 min ini pemadaman di daerah wanaraja garut kenapa dari 4 subuh belum nyala sampai jam segini? Ya allah min ini kan lagi musim kuliah daring mohon bantuannya :(,1
Baru kerasa ini pait banget kuliah daring tugasnya cok,-1
FAGHH GUE CAPEK KULIAH DARING ANJINNKKKKK,-1
"Kuliah daring keras lek Lola sikit jaringanmu,alpa lah namamu",-1
"Momen teruhuy ketika kuliah daring yaitu ada tes lisan trs gara2 lama nunggu giliran, gua makan coklat taunya dipanggil dong🙃",-1
Buyar sudah w lagi kuliah daring😭😭😭i miss you so much jungkookie💜💜💜  https://t.co/hbAjyYfiff,-1
Kuliah daring jemboooott!,-1
@masmasjawabgt Telkomsel mas Bismillah semoga rezeki aku 🙏🥺 Butuh banget buat kuliah daring 🥺,1
hujan + kuliah daring = nyenyak,-1
"Moodku 2 kali dihancurkan hari ini Oleh kuliah daring dan kamu, aku yang sudah siap-siap mau berangkat dengan mudahnya kamu berkata ""gajadi ya hari ini besok aja""",1
Semenjak kuliah daring jadi lebih sering ngeluh,-1
"enaknya kuliah daring gini kalo lagi hujan2 bisa sambil pakai selimut yakan, ademmm hmmm",-1
"Kalo sampe dosen unpad fapsi ada yg kyk gini, gue kuliah daring dr rumah ni dosen! Alesannya sembari bimbingan 🙂",1
"jujur, ada gak si yang capek banget sama kuliah daring?",1
"Hai temen2, boleh minta bantuannya sebentar ga buat ngisi kuisioner penelitianku?  Syaratnya cuma mahasiswa yang sedang menjalani kuliah daring aja kok 😃 Makasih ya buat yang udah mau bantu🤗  https://t.co/0bzXwu65zp  https://t.co/HrMCGL7XGq",1
@Jeje02968740 Astaga hahahahaha ga sekolah/kuliah daring kah? Wkwkwk,1
"Nungguin jam kuliah daring sambil ngemil, niatnya biar ga ngantuk sih Tp yg ada malah tambah ngantuk anjr",1
kesel aja gitu pas lagi kuliah daring dari google meet tapi ada temen yg beo ngejawab yg ga penting dan gada kepentingan,1
kuliah daring disambi kegiatan lain tiba2 dah mo uas aja :) kira2 dapet apa ya catatan aja gaada :(,1
@snuwooya Napa orang orang kuliah daring pada bentaran yah:'),-1
Sekolah daring sambil demo rasanya unik dan aneh. Unik karena orang bisa melakukannya secara bersamaan. Aneh karena aksi demo sambil kuliah daring justru dilkukan saat bangsa ini tengah tertatih-tatih melawan Covid-19.,1
